id;year;gpa;maths_exam;art_exam;language_exam;social_activity;essay_score;interview_score;score;accepted;graduated
CS-2004-00697;2004;3.891636987;0.944754402;0.90915586;0.971217866;1;0.995786761;0.899048161;970;TRUE;TRUE
CS-2004-00698;2004;3.972986368;0.83105578;0.460681342;0.989843463;3;0.988082043;0.769784652;996;TRUE;TRUE
CS-2004-00700;2004;3.731865162;0.997071414;0.99978362;0.991454537;5;0.9999159;0.997474261;1023;TRUE;TRUE
CS-2004-00705;2004;3.272614462;0.986030455;0.728137205;0.832078762;3;0.942775241;0.989013861;956;TRUE;TRUE
CS-2004-00706;2004;3.923924355;0.687676259;0.977144466;0.983935851;2;0.999465793;0.999867369;932;TRUE;FALSE
CS-2004-00718;2004;3.831632021;0.827550682;0.980319467;0.998131754;4;0.999966362;0.993323754;1000;TRUE;TRUE
CS-2004-00740;2004;3.787669292;0.88167185;0.98439437;0.973871041;1;0.963135877;0.975052243;980;TRUE;FALSE
CS-2004-00743;2004;3.804005722;0.985040179;0.992798101;0.979880855;1;0.989564565;0.999771274;920;TRUE;TRUE
CS-2004-00751;2004;3.937188774;0.994409171;0.810668464;0.992047467;1;0.992730903;0.994429567;1023;TRUE;TRUE
CS-2004-00753;2004;3.809698351;0.931739137;0.829211739;0.9974643;2;0.972337907;0.882313924;926;TRUE;TRUE
CS-2004-00766;2004;3.608953719;0.707294896;0.984799771;0.955985365;4;0.88558488;0.971341941;970;TRUE;TRUE
CS-2004-00769;2004;3.607845871;0.96570091;0.981919937;0.967552998;4;0.9987051;0.974214468;959;TRUE;TRUE
CS-2004-00775;2004;3.424852568;0.249905458;0.956760853;0.941066293;2;0.998881661;0.997458579;925;TRUE;FALSE
CS-2004-00776;2004;3.815535785;0.998696383;0.988978261;0.981721451;4;0.977643699;0.999798179;1020;TRUE;TRUE
CS-2004-00784;2004;3.746598502;0.965807206;0.763591147;0.988152738;2;0.996671142;0.986814033;1013;TRUE;TRUE
CS-2004-00786;2004;3.587346936;0.722034637;0.851221886;0.921917413;5;0.984054171;0.955166649;979;TRUE;FALSE
CS-2004-00788;2004;3.654595494;0.859798253;0.815684022;0.95921677;2;0.979127976;0.99838067;924;TRUE;FALSE
CS-2004-00794;2004;3.411342409;0.885736577;0.723632492;0.820964389;5;0.987161987;0.966235786;928;TRUE;TRUE
CS-2004-00797;2004;3.522237431;0.616358221;0.832292665;0.883652118;2;0.989927097;0.988895855;957;TRUE;TRUE
CS-2004-00800;2004;3.911975103;0.175223272;0.616357457;0.656069512;5;0.995215573;0.970471251;939;TRUE;TRUE
CS-2004-00804;2004;3.900707173;0.991674177;0.535843757;0.537783789;5;0.965964333;0.904640386;1001;TRUE;TRUE
CS-2004-00806;2004;3.623252063;0.99556663;0.912060282;0.853416839;3;0.9510512;0.643385137;934;TRUE;TRUE
CS-2004-00807;2004;3.90725908;0.795738069;0.871593946;0.746234825;2;0.997799414;0.999935811;995;TRUE;TRUE
CS-2004-00812;2004;3.800113257;0.849594213;0.954433151;0.591057365;3;0.985642659;0.999739348;1003;TRUE;TRUE
CS-2004-00819;2004;3.279739004;0.947573733;0.99946904;0.851221044;3;0.993876472;0.973349638;944;TRUE;TRUE
CS-2004-00822;2004;3.826358267;0.756789869;0.973628767;0.993348018;1;0.996661983;0.999119633;976;TRUE;FALSE
CS-2004-00824;2004;3.916466206;0.986806092;0.757205452;0.8473414;2;0.961962797;0.893680063;964;TRUE;FALSE
CS-2004-00825;2004;3.730022033;0.990819083;0.954667236;0.776872708;3;0.993627024;0.995572869;989;TRUE;TRUE
CS-2004-00830;2004;3.584996343;0.250136925;0.917321591;0.93058287;3;0.993961754;0.999417556;917;TRUE;TRUE
CS-2004-00832;2004;3.986775041;0.982456008;0.986220277;0.644615757;2;0.913033591;0.974532125;1004;TRUE;FALSE
CS-2004-00833;2004;3.928823641;0.811915105;0.993958203;0.995552477;5;0.997744722;0.995252178;973;TRUE;TRUE
CS-2004-00840;2004;3.833351699;0.995143847;0.939920513;0.38467727;5;0.97807432;0.998992315;1031;TRUE;TRUE
CS-2004-00842;2004;3.478667374;0.961735293;0.867110811;0.843578656;3;0.919896355;0.999915303;980;TRUE;FALSE
CS-2004-00858;2004;3.794972526;0.950724595;0.825564246;0.954696825;2;0.999860508;0.994123999;988;TRUE;FALSE
CS-2004-00859;2004;3.4193397;0.892779747;0.925679434;0.984157767;1;0.994330938;0.994385824;964;TRUE;FALSE
CS-2004-00867;2004;3.346795372;0.760332003;0.683058682;0.953580323;1;0.946056896;0.983803904;956;TRUE;TRUE
CS-2004-00869;2004;3.986666315;0.992848452;0.875494723;0.998954802;3;0.96486563;0.981992331;1022;TRUE;TRUE
CS-2004-00870;2004;3.726329612;0.897086551;0.512397826;0.884389504;3;0.999733771;0.394977915;942;TRUE;FALSE
CS-2004-00878;2004;3.564255878;0.611829118;0.646695396;0.973620231;5;0.719723392;0.815472316;926;TRUE;TRUE
CS-2004-00882;2004;3.951447844;0.398845924;0.941070138;0.913328562;4;0.995829298;0.910096584;962;TRUE;TRUE
CS-2004-00885;2004;3.646501657;0.905915182;0.297348189;0.801637882;2;0.860920246;0.998518644;981;TRUE;FALSE
CS-2004-00887;2004;3.804118678;0.999590771;0.917396901;0.679919705;1;0.997967273;0.924923504;966;TRUE;FALSE
CS-2004-00900;2004;3.591573708;0.959180074;0.9956013;0.994314665;2;0.981572027;0.793937296;969;TRUE;TRUE
CS-2004-00908;2004;3.846782409;0.634328762;0.818304439;0.190957044;5;0.421196547;0.99709537;927;TRUE;TRUE
CS-2004-00917;2004;3.496839434;0.905358725;0.1876702;0.896689201;2;0.785339303;0.997123426;954;TRUE;TRUE
CS-2004-00921;2004;3.558477143;0.96489901;0.959707514;0.482277015;1;0.984175518;0.999491656;1004;TRUE;TRUE
CS-2004-00923;2004;3.475004431;0.905936727;0.919608132;0.220110744;2;0.980042692;0.978512178;972;TRUE;FALSE
CS-2004-00926;2004;3.968455785;0.855548856;0.960424254;0.896861701;3;0.984262622;0.980969581;1025;TRUE;TRUE
CS-2004-00931;2004;3.805167644;0.815155222;0.997204582;0.961134836;2;0.998785353;0.99650759;991;TRUE;TRUE
CS-2004-00938;2004;3.851997703;0.875832593;0.994769006;0.975006718;2;0.999808336;0.998990001;1013;TRUE;FALSE
CS-2004-00947;2004;3.895984859;0.848122004;0.977559097;0.640001777;1;0.99914233;0.998657599;1004;TRUE;FALSE
CS-2004-00949;2004;3.281914795;0.954682144;0.928078948;0.299323466;5;0.982232657;0.873742853;955;TRUE;TRUE
CS-2004-00951;2004;3.906854429;0.634375135;0.962880363;0.82337701;1;0.990571538;0.999177288;923;TRUE;FALSE
CS-2004-00953;2004;3.394148396;0.848912895;0.271808737;0.817700595;5;0.65517197;0.884456917;915;TRUE;TRUE
CS-2004-00958;2004;3.921908845;0.635878651;0.889308702;0.913707424;1;0.99993706;0.998463507;995;TRUE;TRUE
CS-2004-00959;2004;3.356760688;0.969336984;0.290420499;0.931195395;3;0.982612893;0.965935416;980;TRUE;TRUE
CS-2004-00965;2004;3.747631514;0.964612446;0.949055235;0.956208809;2;0.992803737;0.991184584;1022;TRUE;TRUE
CS-2004-00968;2004;3.615464429;0.993946964;0.77150088;0.938545858;2;0.804035861;0.974796075;974;TRUE;FALSE
CS-2004-00978;2004;3.983507187;0.781157824;0.984131656;0.911937622;5;0.989755165;0.93208396;1017;TRUE;TRUE
CS-2004-00994;2004;3.936510265;0.657693153;0.3008046;0.972892382;2;0.998645566;0.972069522;978;TRUE;FALSE
CS-2004-00995;2004;3.793128516;0.936883904;0.845754778;0.88373767;4;0.998356096;0.997914164;1019;TRUE;TRUE
CS-2004-00998;2004;3.562857746;0.825211149;0.914305592;0.974088269;5;0.892120092;0.985978495;975;TRUE;TRUE
CS-2004-01006;2004;3.829893979;0.978742062;0.664968958;0.793521327;4;0.998077928;0.941663518;1012;TRUE;TRUE
CS-2004-01019;2004;3.956438271;0.999075535;0.810355224;0.975707727;2;0.999333766;0.999553133;1038;TRUE;TRUE
CS-2004-01023;2004;3.770775589;0.981416602;0.991942124;0.264149241;1;0.872424429;0.965476583;975;TRUE;TRUE
CS-2004-01029;2004;3.966139873;0.473040171;0.943684282;0.984946263;4;0.996040219;0.993945813;989;TRUE;FALSE
CS-2004-01035;2004;3.956621803;0.995354705;0.891855132;0.92057399;1;0.998091411;0.99909407;973;TRUE;TRUE
CS-2004-01038;2004;3.968281599;0.971348648;0.898171197;0.92271652;1;0.966389996;0.994188037;1012;TRUE;TRUE
CS-2004-01040;2004;3.489379607;0.752252335;0.893409715;0.768094657;3;0.993636494;0.986499251;976;TRUE;FALSE
CS-2004-01048;2004;3.60238232;0.847595507;0.768801165;0.816559658;2;0.985638526;0.993470749;980;TRUE;TRUE
CS-2004-01059;2004;3.482431189;0.878083979;0.946517041;0.994960499;4;0.915321345;0.995333455;928;TRUE;TRUE
CS-2004-01060;2004;3.712876664;0.89342222;0.979897205;0.698333718;1;0.9981585;0.916724631;931;TRUE;TRUE
CS-2004-01064;2004;3.809900478;0.856588379;0.976361238;0.911657565;5;0.999898416;0.978937128;972;TRUE;FALSE
CS-2004-01068;2004;3.49096759;0.911602942;0.630547702;0.991152151;1;0.797622684;0.993948348;965;TRUE;TRUE
CS-2004-01075;2004;3.675941527;0.801023257;0.976706778;0.800856231;3;0.999194361;0.95295363;926;TRUE;TRUE
CS-2004-01079;2004;3.536419184;0.910733658;0.831441458;0.400636303;4;0.64934539;0.859423132;935;TRUE;FALSE
CS-2005-00005;2005;3.968194435;0.908651118;0.860936372;0.729426531;1;0.999545322;0.995466126;1062;TRUE;TRUE
CS-2005-00011;2005;3.872685486;0.645323491;0.983775036;0.984566915;4;0.989283321;0.998800195;990;TRUE;FALSE
CS-2005-00013;2005;3.887341066;0.738990096;0.89757574;0.899704177;5;0.854833144;0.989782506;1016;TRUE;TRUE
CS-2005-00017;2005;2.884396395;0.955121098;0.88566758;0.891326865;4;0.998324144;0.984969185;982;TRUE;TRUE
CS-2005-00020;2005;3.812607045;0.993499328;0.313551966;0.785024523;5;0.945133762;0.962878531;970;TRUE;TRUE
CS-2005-00027;2005;3.542266629;0.984365782;0.991462207;0.225695176;4;0.780773953;0.960995222;1010;TRUE;TRUE
CS-2005-00032;2005;3.685858383;0.954184392;0.833578741;0.528578874;5;0.996724311;0.752197963;991;TRUE;TRUE
CS-2005-00038;2005;3.2154186;0.917988515;0.797366408;0.9702278;1;0.963611436;0.988621269;992;TRUE;FALSE
CS-2005-00051;2005;3.473458768;0.943036585;0.982629192;0.353088657;2;0.978116433;0.947503523;1011;TRUE;FALSE
CS-2005-00068;2005;3.481573988;0.920983989;0.179036165;0.978183955;1;0.784251268;0.995359374;974;TRUE;TRUE
CS-2005-00070;2005;3.177419153;0.946572343;0.885078881;0.908881413;3;0.982232404;0.987105767;984;TRUE;TRUE
CS-2005-00072;2005;3.870324403;0.989161946;0.995587059;0.997321508;1;0.994939144;0.96772396;1056;TRUE;TRUE
CS-2005-00079;2005;3.601701541;0.436213772;0.90095323;0.786249143;3;0.998893617;0.995722226;961;TRUE;FALSE
CS-2005-00091;2005;3.770885866;0.492604439;0.574714279;0.672488674;4;0.940150673;0.978367993;954;TRUE;TRUE
CS-2005-00102;2005;3.965665847;0.954044744;0.823782169;0.999712644;3;0.997286202;0.996458386;1034;TRUE;TRUE
CS-2005-00106;2005;3.834291104;0.84563225;0.98810558;0.534883216;1;0.979604554;0.992359661;1044;TRUE;TRUE
CS-2005-00107;2005;3.561326994;0.919088308;0.984465423;0.990141966;4;0.999418235;0.999946875;994;TRUE;TRUE
CS-2005-00109;2005;3.526742348;0.960758882;0.805340323;0.852200919;5;0.987248189;0.984919481;1023;TRUE;TRUE
CS-2005-00115;2005;3.557274202;0.744953207;0.907680123;0.961754836;5;0.983842833;0.603503373;963;TRUE;TRUE
CS-2005-00116;2005;3.395274271;0.800767847;0.963543646;0.948398754;4;0.921524323;0.945499987;956;TRUE;TRUE
CS-2005-00117;2005;3.955446777;0.742964134;0.891162851;0.876288368;1;0.999037685;0.99253505;978;TRUE;TRUE
CS-2005-00119;2005;3.893593406;0.967187686;0.934439931;0.985462433;5;0.962339457;0.98627787;1053;TRUE;TRUE
CS-2005-00121;2005;3.889505777;0.963353802;0.625653432;0.964959899;4;0.973449438;0.946717709;1029;TRUE;FALSE
CS-2005-00167;2005;3.684065864;0.995326049;0.555720607;0.99688614;1;0.968864706;0.695835212;979;TRUE;FALSE
CS-2005-00181;2005;3.767747506;0.964358582;0.700733708;0.758384103;1;0.994865776;0.992266996;1039;TRUE;FALSE
CS-2005-00182;2005;3.260471071;0.874118005;0.179583796;0.966107071;2;0.765226883;0.993135397;963;TRUE;TRUE
CS-2005-00187;2005;3.85370666;0.90193491;0.955092123;0.947541279;3;0.998848099;0.978536296;1057;TRUE;TRUE
CS-2005-00201;2005;3.220983012;0.663047347;0.767551647;0.925039758;5;0.988405318;0.998026389;960;TRUE;FALSE
CS-2005-00202;2005;3.825850889;0.977643348;0.711705416;0.98905871;3;0.969616738;0.99900161;1012;TRUE;TRUE
CS-2005-00214;2005;3.275579963;0.799149961;0.813472743;0.951487723;1;0.994186052;0.931619227;963;TRUE;TRUE
CS-2005-00227;2005;3.919574075;0.99673711;0.984037365;0.965905145;2;0.995955105;0.998921166;1060;TRUE;TRUE
CS-2005-00233;2005;3.985570913;0.997055563;0.844338136;0.928845061;1;0.998341443;0.941812945;1046;TRUE;FALSE
CS-2005-00235;2005;3.816979954;0.848530068;0.851419027;0.333499765;2;0.998679582;0.96276886;1021;TRUE;FALSE
CS-2005-00248;2005;3.53085267;0.898000752;0.988572335;0.737166107;3;0.953674448;0.993966025;988;TRUE;TRUE
CS-2005-00253;2005;3.95192305;0.427877594;0.959351494;0.873470154;5;0.99991579;0.989622802;1009;TRUE;TRUE
CS-2005-00275;2005;3.898356281;0.800800064;0.95994928;0.952179438;2;0.98789499;0.984288179;1002;TRUE;TRUE
CS-2005-00289;2005;3.870984298;0.98213792;0.982829153;0.951248526;1;0.999058093;0.816503831;1031;TRUE;FALSE
CS-2005-00302;2005;3.232542992;0.907200476;0.65306756;0.748550044;2;0.978235851;0.997496825;982;TRUE;FALSE
CS-2005-00305;2005;3.593139649;0.512836953;0.996055619;0.989721436;4;0.999026974;0.999682811;980;TRUE;TRUE
CS-2005-00308;2005;3.837091907;0.86005053;0.569721614;0.861209874;2;0.997685138;0.785138279;1021;TRUE;TRUE
CS-2005-00316;2005;3.691567004;0.995931292;0.98823853;0.946244227;2;0.991729313;0.995859763;1050;TRUE;TRUE
CS-2005-00323;2005;3.821231567;0.98537951;0.974725888;0.970605344;5;0.92398128;0.995289513;1044;TRUE;TRUE
CS-2005-00328;2005;3.757956844;0.979400377;0.901681674;0.406957399;2;0.992292222;0.25227451;975;TRUE;FALSE
CS-2005-00334;2005;3.312492005;0.819644192;0.930295878;0.829304004;2;0.998434156;0.992171869;958;TRUE;FALSE
CS-2005-00337;2005;3.683902935;0.888570163;0.996835526;0.755336769;2;0.988379035;0.977705979;1007;TRUE;TRUE
CS-2005-00340;2005;3.573273495;0.80008756;0.621564093;0.225294841;5;0.545851671;0.980094519;966;TRUE;TRUE
CS-2005-00349;2005;3.733030065;0.761781585;0.993564917;0.998340299;4;0.999516718;0.99322113;1002;TRUE;FALSE
CS-2005-00353;2005;3.227360434;0.827795148;0.609732588;0.477231594;1;0.996513221;0.897416238;961;TRUE;FALSE
CS-2005-00397;2005;3.547110194;0.944829422;0.705301494;0.993485856;4;0.988903817;0.990963027;1003;TRUE;TRUE
CS-2005-00398;2005;3.987001292;0.996322733;0.945636814;0.896772692;4;0.993939985;0.994976534;953;TRUE;TRUE
CS-2005-00403;2005;3.798121513;0.99526714;0.90298312;0.927277415;5;0.990644456;0.996346293;1058;TRUE;FALSE
CS-2005-00407;2005;3.844094408;0.984454753;0.949422692;0.678658918;1;0.997126736;0.961041638;1024;TRUE;TRUE
CS-2005-00417;2005;3.363373189;0.619471668;0.976459515;0.994989591;4;0.973978675;0.943154871;969;TRUE;TRUE
CS-2005-00424;2005;3.38397099;0.955134615;0.98689359;0.935264325;4;0.986463518;0.997955522;1017;TRUE;TRUE
CS-2005-00441;2005;3.63388614;0.732314896;0.793735884;0.800749384;2;0.99425833;0.968976366;986;TRUE;FALSE
CS-2005-00443;2005;3.932254438;0.910127559;0.894612768;0.963267614;2;0.999303428;0.946279154;1058;TRUE;TRUE
CS-2005-00444;2005;3.471060827;0.761837631;0.966991538;0.828618154;3;0.984575235;0.976641583;982;TRUE;FALSE
CS-2005-00452;2005;3.705322245;0.916484234;0.942097308;0.342030736;2;0.821461552;0.961693821;1009;TRUE;TRUE
CS-2005-00470;2005;3.640492745;0.997428252;0.991789307;0.923615524;4;0.99962732;0.994325043;1022;TRUE;TRUE
CS-2005-00475;2005;3.461100126;0.92320599;0.873618823;0.919246135;3;0.939067184;0.971185468;994;TRUE;TRUE
CS-2005-00476;2005;3.442522692;0.934007181;0.996378866;0.33869271;5;0.934302933;0.938031953;1015;TRUE;TRUE
CS-2005-00489;2005;3.17982195;0.935049453;0.34695332;0.973913868;3;0.977267376;0.751024568;973;TRUE;FALSE
CS-2005-00490;2005;3.744423882;0.606977671;0.938510662;0.309765703;4;0.919748765;0.98022798;1002;TRUE;FALSE
CS-2005-00494;2005;3.813369219;0.953129761;0.587120488;0.968518404;2;0.99552702;0.953084913;1053;TRUE;TRUE
CS-2005-00508;2005;3.876248316;0.988432062;0.986858096;0.952691869;1;0.999502919;0.994902067;1043;TRUE;FALSE
CS-2005-00517;2005;3.815668326;0.993582975;0.76901861;0.990596129;3;0.966813587;0.990677037;1051;TRUE;TRUE
CS-2005-00526;2005;3.787521754;0.655523799;0.988941947;0.656481714;1;0.989345934;0.936368595;1005;TRUE;TRUE
CS-2005-00528;2005;3.792309937;0.99552631;0.708038307;0.873900122;3;0.979738956;0.998441162;1024;TRUE;TRUE
CS-2005-00530;2005;3.988108759;0.869979072;0.99622568;0.986977049;2;0.993029712;0.999788652;1051;TRUE;TRUE
CS-2005-00533;2005;3.487445301;0.891011928;0.967348426;0.611193779;3;0.975128757;0.970613733;997;TRUE;FALSE
CS-2005-00543;2005;3.776931465;0.976286728;0.9874073;0.993293888;3;0.987011123;0.998141719;1035;TRUE;FALSE
CS-2005-00547;2005;3.958063912;0.958243863;0.994366839;0.933991288;1;0.990708496;0.999040486;1036;TRUE;TRUE
CS-2005-00548;2005;3.806540532;0.994586235;0.664764426;0.97022805;5;0.869648408;0.99996703;1041;TRUE;TRUE
CS-2005-00550;2005;3.922103786;0.924128175;0.824235517;0.99370296;5;0.873430492;0.994192126;1040;TRUE;TRUE
CS-2005-00551;2005;3.245774351;0.821534952;0.960300389;0.871113363;2;0.997768184;0.991263871;987;TRUE;TRUE
CS-2005-00557;2005;3.957225106;0.981855563;0.939289433;0.998728003;3;0.99877769;0.808781774;1037;TRUE;TRUE
CS-2005-00560;2005;3.421552899;0.987281891;0.778665703;0.977949612;4;0.999244622;0.984751352;1019;TRUE;TRUE
CS-2005-00564;2005;3.17699034;0.817585511;0.960459672;0.902741846;3;0.990400931;0.886692698;954;TRUE;TRUE
CS-2005-00572;2005;3.983467173;0.031020927;0.388217411;0.972794177;1;0.98463188;0.987981936;972;TRUE;FALSE
CS-2005-00573;2005;3.381786499;0.98811472;0.854247187;0.965139647;4;0.998877671;0.998454981;993;TRUE;FALSE
CS-2005-00577;2005;3.17452207;0.917882835;0.926546253;0.900879046;1;0.988518914;0.995078393;993;TRUE;FALSE
CS-2005-00578;2005;3.523140435;0.983546178;0.312372619;0.792967996;2;0.957800588;0.978512792;1032;TRUE;TRUE
CS-2005-00582;2005;3.841878649;0.971597447;0.89888571;0.884628535;3;0.999761438;0.999345752;1049;TRUE;TRUE
CS-2005-00595;2005;3.94217368;0.919255437;0.984860281;0.991782101;3;0.995675737;0.997193313;1028;TRUE;TRUE
CS-2005-00597;2005;3.920418166;0.906405127;0.978050094;0.998531246;1;0.999459343;0.991555556;1053;TRUE;FALSE
CS-2005-00610;2005;3.630256093;0.996563703;0.811401223;0.952066383;3;0.994057513;0.994664917;1032;TRUE;TRUE
CS-2005-00640;2005;3.7151092;0.90673549;0.917905556;0.996296369;1;0.985337303;0.915961501;996;TRUE;FALSE
CS-2005-00649;2005;3.954748189;0.957921966;0.95374597;0.977231772;4;0.970425863;0.997448854;1057;TRUE;TRUE
CS-2005-00650;2005;3.825565505;0.96792134;0.852912148;0.907338631;3;0.995581177;0.987623018;1046;TRUE;TRUE
CS-2005-00655;2005;3.731146917;0.896388228;0.832820229;0.910996104;1;0.972741631;0.999315149;1000;TRUE;FALSE
CS-2005-00664;2005;3.278483838;0.883296545;0.975198117;0.94451702;3;0.998992516;0.990435484;987;TRUE;FALSE
CS-2005-00669;2005;3.548748349;0.989418382;0.994099218;0.94234072;3;0.992299676;0.979160642;1021;TRUE;TRUE
CS-2005-00673;2005;3.564754444;0.894196144;0.896328462;0.622239993;1;0.970914765;0.988420043;1017;TRUE;TRUE
CS-2005-00678;2005;3.320259893;0.960355969;0.993834661;0.952090702;3;0.994678601;0.999167351;982;TRUE;FALSE
CS-2005-00681;2005;3.249950598;0.92047718;0.200812229;0.212205378;2;0.944896701;0.826359083;968;TRUE;TRUE
CS-2005-00684;2005;3.788993786;0.99042815;0.850623766;0.975396437;4;0.988824322;0.881823285;1022;TRUE;TRUE
CS-2005-00687;2005;3.587128432;0.987751445;0.951620204;0.602125073;4;0.998740658;0.954004665;988;TRUE;TRUE
CS-2005-00700;2005;3.886763604;0.984779987;0.990002337;0.192880033;1;0.994834445;0.48011538;964;TRUE;TRUE
CS-2005-00703;2005;3.719517424;0.759395351;0.812495295;0.822940536;3;0.990401929;0.998546365;1026;TRUE;TRUE
CS-2005-00709;2005;3.566535513;0.820311993;0.894868784;0.98889341;2;0.949638332;0.999259538;1000;TRUE;TRUE
CS-2005-00710;2005;3.455101523;0.861837323;0.904602194;0.989830393;5;0.99970657;0.99568596;1025;TRUE;TRUE
CS-2005-00716;2005;3.860862261;0.978818645;0.624568258;0.695966633;1;0.951453403;0.734814359;1018;TRUE;TRUE
CS-2005-00722;2005;3.708124235;0.86589814;0.934740691;0.964318701;2;0.978345002;0.995728137;1012;TRUE;FALSE
CS-2005-00732;2005;3.520915035;0.962356114;0.851010745;0.492816108;5;0.853277489;0.998981699;1006;TRUE;TRUE
CS-2005-00741;2005;3.509452286;0.490880952;0.762623216;0.853318248;4;0.941275022;0.991045855;953;TRUE;FALSE
CS-2005-00752;2005;3.577902764;0.344357014;0.975393615;0.822003759;5;0.991339752;0.933054992;976;TRUE;TRUE
CS-2005-00754;2005;3.847781238;0.760200765;0.265677883;0.540357538;1;0.998349386;0.988457386;983;TRUE;TRUE
CS-2005-00763;2005;3.659391495;0.982947005;0.974728044;0.80182863;4;0.827046423;0.975217767;1019;TRUE;FALSE
CS-2005-00765;2005;3.612614073;0.823528975;0.916278716;0.97976824;1;0.950686477;0.97479611;1015;TRUE;TRUE
CS-2005-00774;2005;3.671066393;0.71251317;0.847617461;0.880054338;5;0.99987273;0.919597042;1012;TRUE;TRUE
CS-2005-00776;2005;3.939838825;0.594102719;0.605446601;0.946495045;5;0.984052855;0.99307695;1017;TRUE;TRUE
CS-2005-00779;2005;3.449523558;0.934192069;0.901267586;0.848018097;1;0.988764477;0.996353484;993;TRUE;FALSE
CS-2005-00789;2005;3.313572916;0.988232469;0.68540791;0.860449465;2;0.905935963;0.980836091;968;TRUE;FALSE
CS-2005-00793;2005;3.82089886;0.993654932;0.602482121;0.992218136;5;0.99265169;0.996851859;1059;TRUE;TRUE
CS-2005-00797;2005;3.843055016;0.969282837;0.975475935;0.659738127;2;0.999349099;0.999740773;1038;TRUE;TRUE
CS-2005-00813;2005;3.800513251;0.998643294;0.958517403;0.497494032;1;0.946919616;0.996550081;1044;TRUE;TRUE
CS-2005-00817;2005;3.908800311;0.973051932;0.883274018;0.92641102;2;0.999675029;0.992991287;965;TRUE;FALSE
CS-2005-00820;2005;3.800134794;0.920078581;0.991786459;0.9097434;2;0.994858025;0.999034892;1047;TRUE;TRUE
CS-2005-00829;2005;3.231140931;0.969638267;0.481022879;0.975596256;5;0.982820162;0.86325898;967;TRUE;TRUE
CS-2005-00834;2005;3.951063011;0.978322144;0.986108457;0.620985932;2;0.98693619;0.984012987;1066;TRUE;TRUE
CS-2005-00837;2005;3.887177825;0.991762528;0.995422539;0.866310941;5;0.999643453;0.976484434;1031;TRUE;TRUE
CS-2005-00838;2005;3.991454201;0.909467225;0.636568226;0.943658901;4;0.982406967;0.985985212;1054;TRUE;TRUE
CS-2005-00841;2005;3.936206246;0.987288374;0.671633914;0.991422911;2;0.968928182;0.87054762;1044;TRUE;TRUE
CS-2005-00844;2005;3.695405704;0.983423298;0.177589876;0.99809438;2;0.986523601;0.986487363;1022;TRUE;FALSE
CS-2005-00857;2005;3.545123132;0.988792784;0.880862684;0.832357991;3;0.922151186;0.946771332;981;TRUE;FALSE
CS-2005-00869;2005;3.85533159;0.661109734;0.993652311;0.889597703;2;0.997748904;0.895523939;1014;TRUE;TRUE
CS-2005-00880;2005;3.419330815;0.933764314;0.701238521;0.973739447;4;0.942328126;0.982779611;962;TRUE;TRUE
CS-2005-00896;2005;3.843689096;0.873222788;0.59134725;0.956397111;1;0.917872904;0.999964754;1014;TRUE;TRUE
CS-2005-00920;2005;3.474578196;0.771797515;0.689606622;0.959201111;3;0.980546122;0.970980908;964;TRUE;TRUE
CS-2005-00924;2005;3.285355578;0.865012665;0.049513295;0.503784166;1;0.866579319;0.813197113;958;TRUE;TRUE
CS-2005-00928;2005;3.570183798;0.887156258;0.987783687;0.958054054;1;0.998258227;0.985330337;992;TRUE;TRUE
CS-2005-00930;2005;3.860041799;0.995001695;0.993902021;0.998310912;1;0.999421242;0.999154926;1064;TRUE;TRUE
CS-2005-00938;2005;3.519145939;0.971259367;0.958770686;0.980036776;2;0.990908107;0.997783636;997;TRUE;FALSE
CS-2005-00944;2005;3.959487009;0.744022132;0.988872855;0.999253622;1;0.997081671;0.99953169;1033;TRUE;TRUE
CS-2005-00945;2005;3.781121186;0.76266441;0.993187794;0.71426535;5;0.999537707;0.974878644;1014;TRUE;FALSE
CS-2005-00947;2005;3.730356113;0.959865748;0.986069577;0.460870903;5;0.913095879;0.993942002;1018;TRUE;TRUE
CS-2005-00948;2005;3.687465509;0.954082546;0.94807421;0.989115799;1;0.932411029;0.918577003;977;TRUE;FALSE
CS-2005-00957;2005;3.973747504;0.842926778;0.985808802;0.998491818;3;0.999727572;0.999382488;980;TRUE;FALSE
CS-2005-00965;2005;3.443692588;0.590059949;0.26015231;0.989821551;1;0.955323527;0.980915235;970;TRUE;TRUE
CS-2005-00973;2005;3.436976055;0.640153989;0.588534769;0.805459673;4;0.966228314;0.971068898;986;TRUE;TRUE
CS-2005-00982;2005;3.672745838;0.381938052;0.344367525;0.978067481;5;0.990490001;0.974848933;979;TRUE;FALSE
CS-2005-00998;2005;3.817335625;0.964562745;0.849026702;0.984189859;1;0.99560577;0.775086443;1015;TRUE;TRUE
CS-2005-01005;2005;3.647029553;0.736886751;0.903917855;0.957957808;2;0.969808857;0.984065401;993;TRUE;FALSE
CS-2005-01013;2005;3.99807904;0.849455704;0.991075185;0.997616074;4;0.999357929;0.999554255;1049;TRUE;TRUE
CS-2005-01025;2005;3.829848511;0.875120368;0.945746286;0.988786297;2;0.991321062;0.863951864;1006;TRUE;TRUE
CS-2005-01030;2005;3.654724581;0.439155164;0.80418148;0.966180237;5;0.994421703;0.993698574;970;TRUE;FALSE
CS-2005-01044;2005;3.453546954;0.997651965;0.716200351;0.894623626;5;0.993536689;0.960173144;1024;TRUE;TRUE
